Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,total_abusive_word,text_abusive_word
pengguna anjing memang jokowi mengakui jika jadi presiden segala urusan daerah khusus ibu kota lebih mudah diatasi,1,1,1,0,0,0,0,0,1,1,0,0,1,anjing
terima kasih atas informasinya agar saya lebih jelas mohon mas jean ivan berkenan kirimkan akun banci dimaksud ke direct message saya maklum saya gadget er gagap terima kasih,0,1,0,0,0,0,0,0,0,0,0,0,1,banci
yang yudas juga sih tapi kebanyakan protestan sih yang bilang saudara kandung kalau misal katolik ya bilangnya sepupu,0,0,0,0,0,0,0,0,0,0,0,0,0,
cinta itu buta buta itu gelap gelap itu hitam hitam itu monyet monyet itu yang baca twit ini,0,1,0,0,0,0,0,0,0,0,0,0,2,buta monyet
alhamdulillah pagi ini salat subuh bersama di masjid raya lima kaum merupakan salah satu masjid tertua di indonesia sekaligus cagar budaya yang terletak di nagari lima kaum kecamatan lima kaum kabupaten tanah datar sumatra barat di lima,0,0,0,0,0,0,0,0,0,0,0,0,0,
udik sambil takjub begitu gileeee canggih iya mobil sekarang berasa naik kit reader knight rider starring david hasselhoff bisa marah dan mengerem sendiri,0,1,0,0,0,0,0,0,0,0,0,0,1,udik
he kontol jangan sok pemes kamu di rupiah muka kayak memek orang tua kamu kayak monyet agama kamu saja agama kontol 35,1,1,1,0,1,0,1,1,0,1,0,0,3,kontol memek monyet
diam kamu tai anaconda,1,1,1,0,0,0,0,0,1,1,0,0,1,tai
hai avia maaf baru lihat mentionnya maaf udik banget gue lama tidak buka twitter begini wkwk apakabsss kamu,0,0,0,0,0,0,0,0,0,0,0,0,1,udik
pengguna ha kamu manusia homo sudah ku duga,0,1,0,0,0,0,0,0,0,0,0,0,1,homo
karena menolak penerapan pasal penodaan agama saya lebih memilih membungkam mulut yang memfiktifkan kitab suci dengan duel argumen,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user pengguna user pengguna user pengguna user pengguna user,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna bermusuhan aku sak modar kamu rasakan sampai ternyata cocotmu kehilangan konco 1 bajingan koyo koe aku ra rugi,1,1,1,0,0,0,0,0,1,1,0,0,3,bajingan cocot modar
jawa timur anti hoaks pilihan kepala daerah damai deklarasi anti hoaks warga kemlaten,0,0,0,0,0,0,0,0,0,0,0,0,0,
bisu,0,0,0,0,0,0,0,0,0,0,0,0,1,bisu
sesungguhnya salat yang paling berat dilaksanakan oleh orang orang munafik adalah salat isya dan salat subuh hari bukhari,0,0,0,0,0,0,0,0,0,0,0,0,1,munafik
rezim anti islam tumbangkan 2019,1,0,1,0,1,0,0,0,0,0,0,1,1,rezim
gubernur jaman now harus cerdas pilihan gubernur 2018 pilihan gubernur jawa tengah tanpa hoaks kami ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0,0,
6 praktiknya partai keadilan sejahtera di daerah daerah mendukung calon legislatif dan kada kristen dalil dalil pun dibuat untuk membenarkan praktik itu ini marak di era pengguna,0,0,0,0,0,0,0,0,0,0,0,0,1,tai
kok yang dukung 2 periode orangnya pada tidak jelas ya 2019 ganti presiden balikan ke solo 2019 tetap jokowi yang diganti,1,0,0,1,0,0,0,0,1,0,1,0,0,
tidak memulai memberikan salam kepada ah lu kitab sebab rasulullah sallallahu alaihi wasallam alaihi wa salam bersabda janganlah kalian terlebih dahulu memberi salam kepada orang orang yahudi dan nasrani hari muslim,0,0,0,0,0,0,0,0,0,0,0,0,0,
apa pak hambalang nya pak gara gara pak susilo bambang yudhoyono kurang tegas anak buah anda masuk bui jokowi lebih tegas pak,1,0,1,0,0,0,0,0,1,1,0,0,0,
akibat duk hadiri jamuan hari raya nih terpaksa lah hari hari main elliptical machine untuk kekal fit dan bakar kalori sebagaimana nasihat trainer kena kuat dan sehat untuk lawan rejim zalim ph,0,0,0,0,0,0,0,0,0,0,0,0,1,rejim
pengguna apa diretweet sompret,1,1,1,0,0,0,0,0,1,1,0,0,1,sompret
nama saja islami tapi kelakuan aduh dan goblok pula tampang kamu menyesakkan juga oi,1,1,1,0,1,0,1,0,0,1,0,0,1,goblok
oke kita tunggu bang jafar nya insya allah mau jadi saksi dan warga nu siap mengawal,0,0,0,0,0,0,0,0,0,0,0,0,0,
lengkap di kubu anies sandi semua ada mulai dari tukang cabul,1,0,1,0,0,0,0,0,1,1,0,0,0,
selain rocky gerung grung bambang isuzu cewek many magic kom yang selama ini buat isu di dunia maya semuanya antek mantan,0,0,0,0,0,0,0,0,0,0,0,0,1,antek
survei dimana haha respondennya cebong kodok kampret x ya,1,1,0,1,0,0,0,0,1,0,1,0,3,kampret bong cebong
pengguna user pengguna user pengguna user pengguna user pengguna,0,0,0,0,0,0,0,0,0,0,0,0,0,
mana bisa percaya lagi sedangkan induknya penista sampai sekarang belum ditahan tetapi malah dibela uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,2,edan nista
junros qqqq dewa banget anjir editnya anti noob noob klub,0,1,0,0,0,0,0,0,0,0,0,0,2,anjir noob
kalau ada masjid yang lebih tua dari candi candi milik kerajaan hindu buddha di nusantara ini baru kalian boleh usir cina kalau tidak kalian cuma pendatang,1,0,0,1,0,1,0,0,0,0,1,0,0,
sih bejat cabul yang kriminal mengoceh kriminalisasi ulama dasar munafik,1,1,1,0,0,0,0,1,0,1,0,0,2,bejat munafik
pengguna kalau mengaku negara demokrasi ya bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1,0,0,1,0,
teman gue ada yang errr gue tidak tau dia psiko apa tidak tetapi dia pernah ada laba lewat terus diinjak terus di makan eh sarap sih itu namanya,0,1,0,0,0,0,0,0,0,0,0,0,1,sarap
pengguna teman makan teman ketika dia sudah janji akan memberi menyontek untuk ujian tetapi pas giliran ujian dia malah pura pura budek,0,1,0,0,0,0,0,0,0,0,0,0,1,budek
4 model sertifikasi tanah ala rejim jokowi ini tidak ada semeter persegi pun tanah yang diambil dari tangan tuan tuan tanah dan didistrusikan kepada petani tak bertanah berdasar prinsip yang berkeadilan keadilan tanah,0,0,0,0,0,0,0,0,0,0,0,0,1,rejim
dia itu agama nya apa sih,0,0,0,0,0,0,0,0,0,0,0,0,0,
nurul arifin tak goyah hadapi survei bandung cantik bandung harmonis bandung memilih nuruli calon wali kota bandung calon wali kota bandung 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna kalau dilihat secara hitung hitungan mungkin sudah takut sama biayanya om air asia lokasi tiga puluh meter di laut saja habis biaya satu triliun lebih belum ini di danau tapi semua tergantung pemerintah kalau kerja sama dulu sama rescue asing buat o,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
rasanya itu sih tiang listrik kampret li junhui mau gue tabrak pakai bajaj yang sudah dipasangkan bom dasar cungkring tidak tau diri,1,1,1,0,0,0,1,0,0,1,0,0,2,kampret cungkring
pengguna apa kalian panggil panggil aku me as kunti,0,0,0,0,0,0,0,0,0,0,0,0,1,kunti
coba sebutkan yang mana hoaks yang dimaksud ya,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user pengguna yang sudah di lakukan jual negara goblok jika mampu bangun bukan dengan kaki orang lain tapi kaki sendiri memang kamu yang mau bayar hutang utang bosmu eeeh bego berapa kekayaanmu,1,1,1,0,0,0,0,0,1,1,0,0,2,bego goblok
pengguna taplak gunung,0,0,0,0,0,0,0,0,0,0,0,0,1,taplak
apa sih kamu tertawa mulu bangsat,1,1,1,0,0,0,0,0,1,1,0,0,1,bangsat
hoooy ayo balas jangan bisu saja kamu apa tidak malu di sebut kaum iblis hhhhh gelar ahli provokator lebih pantas buatmu,1,1,1,0,0,0,1,0,0,1,0,0,2,bisu iblis
jangan gaduh lah kami yang kamu panggil cebong sudah tidak butuh manusia munafik,1,1,0,1,0,0,0,0,1,0,1,0,3,bong cebong munafik
pengguna itu kampret banget lah tidak kuat beli telur jadi tebar hoaks kampret kuat ya koruptor sama selangkangan iya kan coba kamu lihat pakai mata sama otak kamu gubernuran yang koruptor cewek ada berapa pret kampret telur kampret murah ceria,1,1,1,0,0,0,0,0,1,1,0,0,1,kampret
begitu mulia bapak pengangguran akhirnya berkurang pak bapak begitu perhatian banget pak sama rakyat rakyat cina 2019 nyalon pemilihan presiden saja di sana pak pasti terpilih pak 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,0,
pengguna 2beer sebenarnya bosan tubir rupiah tapi lihat mereka goblok jadi seru,0,1,0,0,0,0,0,0,0,0,0,0,1,goblok
dulu sukar memahami bagaimana rakyat palestina boleh biar yahudi menjajah dan rakyat turki biar khilafah dijatuhkan sekarang tidak lagi,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna cukup sekali ditipu pemilihan presiden 2014 buzzer cebong memang enggak dosa kalau menipu,1,1,1,0,0,0,0,0,1,1,0,0,2,bong cebong
berengsek 2 jam setengah yang memuaskan tai lah keren banget nih film uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,2,berengsek tai
kamu manusia perlente gayamu meleteh kayak jambu mente kamu manusia berdasi omonganmu bau terasi kelakuanmu tersisi kamu manusia sombong suka menggonggong diantara bokong bokong kamu manusia biadab tk punya adab kamu manusia bejat tk pernah,1,1,1,0,0,0,0,0,1,1,0,0,4,bejat bokong bong gay
najis not wkwk,0,1,0,0,0,0,0,0,0,0,0,0,1,najis
pengguna pasti bisa mencalonkan kan karena rejim ini suka menabrak aturan hukum,1,0,0,1,0,0,0,0,1,0,1,0,1,rejim
gue berharap banget kemarin dia mati dan yang lain berharap setya novanto mati pas sakit kemarin siapa lagi setya novanto,1,0,1,0,0,0,0,0,1,1,0,0,0,
pengguna prabowo itu anaknya pemberontak,1,0,1,0,0,0,0,0,1,1,0,0,1,onta
engkau raupkan air mata yang bisu karena bintang jatuh,0,0,0,0,0,0,0,0,0,0,0,0,1,bisu
apa itu komunis secara sederhana memaksakan kehendak banyak aturan contoh memaksa pakai e uang komunis banget rezim komunis,1,0,1,0,0,1,0,0,0,1,0,0,2,komunis rezim
pengguna ya gih saja makan itu hindu nusantara agama kita ini rahmatan lil alamin bukan agama bumi tapi agama langit tapi kalau islam nusantara mau sama dengan mereka ya monggo supaya lebih sesat sekalian,1,1,0,1,1,0,0,0,0,0,1,0,0,
sama gue dulu katolik tetapi berasa sama negeri jumlah katolik kristen buddha hindu dan islam hampir merata haha,0,0,0,0,0,0,0,0,0,0,0,0,0,
fitnah fitnah tapi disukai juga dasar onta,1,1,1,0,0,0,0,0,1,1,0,0,1,onta
pertumbuhan ekonomi asia pasifik 6 turun 1 poin dari prediksi awal,0,0,0,0,0,0,0,0,0,0,0,0,0,
aku ra usah tak menutupi sudah budek o mbak wkwk,0,0,0,0,0,0,0,0,0,0,0,0,1,budek
pengguna yang dongok kaum kafir haha,1,1,0,1,1,0,0,0,0,0,1,0,2,dongok kafir
pengguna kalau ingin membuat perbandingan yang selevel misal nu melawan partai komunis indonesia begitu juga muhammadiyah atau organisasi masyarakat yang lain kalau partai bandingkan lagi dengan partai partai demokrasi indonesia perjuangan dengan partai keadilan sejahtera demokrat dan lain lain,0,0,0,0,0,0,0,0,0,0,0,0,2,tai komunis
pengguna dajjal cabul sudah jadi tenaga kerja indonesia dia uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0,0,
luggage semua harga yahudi,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user pengguna user kayak punya titit saja kamu,0,1,0,0,0,0,0,0,0,0,0,0,1,titit
prabowo dalang kerusuhan mei 98 mustahil jadi presiden paparannya lengkap uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,0,
pengguna user pengguna bego kamu ya kampret itu baru potensi belum rugi sana cebokan dulu mata kamu dengan kecing onta,1,1,1,0,0,0,0,0,1,1,0,0,3,bego kampret onta
pengguna user saya sepakat dengan anda dulu soekarno menekankan itu seandainya dulu para pelajar mahasiswa yang dikirim untuk belajar di ln tidak dicap komunis oleh orde baru mungkin negara kita digdaya sebab bapak bangsa sudah merumuskan,0,0,0,0,0,0,0,0,0,0,0,0,1,komunis
pengguna pak prabowo kalau bisa juga maju jadi motor pendorong saja,1,0,1,0,0,0,0,0,1,1,0,0,0,
semalam menonton kafir 2002 mbah keren jadi wali,0,0,0,0,0,0,0,0,0,0,0,0,1,kafir
congor kamu ya tolong,1,1,1,0,0,0,0,0,1,1,0,0,1,congor
pengguna rebut saham yang ada pemegang sahamnya sekarang ditabok pakai duit hasil berutang dasar bani kadal mau saja kalian dikadali tidak selesai selesai,1,1,0,1,0,0,0,0,1,0,1,0,1,bani
wkwk mak untuk banci kurang kurangi ena sell mbue kamu man ikan sia sia kamu anak perikanan pe sel uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1,banci
pengguna dia nyinyir biar di ajak gabung sama presiden kali,1,0,1,0,0,0,0,0,1,1,0,0,0,
wahai saudaraku ketahuilah bahwa jokowi adalah tetap saudara kita yang patut kita tinggalkan adalah para partai politik pendukung penista agama orang orang yang mendukung penista agama penduduk zionis israel kaum munafik liberal komunis di,0,0,0,0,0,0,0,0,0,0,0,0,4,tai komunis munafik nista
pengguna cebong dengan standar kedunguannya tidak diragukan lagi sudah diakui dan terbukti kok malah bilang orang bego aduh,1,1,1,0,0,0,0,0,1,1,0,0,4,bego dungu bong cebong
3 anak anak muda kreatif indonesia menyambut gerakan ini dengan kegiatan ekspedisi kapsul waktu yang baru dibuka 70 tahun mendatang,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna orang tolol balaskan base tetapi akun nya di kunci,1,1,1,0,0,0,0,0,1,1,0,0,1,tolol
jangankan di sekolah katolik mbak di muda mudi katolik gereja juga belum tentu dapat aku pun tau sejak kuliah di yoyakarta itu pun gara gara beririsan sama anak anak gerakan,0,0,0,0,0,0,0,0,0,0,0,0,0,
hem menyampah pula tengok live facebook apaan khair din itu tak habis habis pusing pasal manifesto ph tak ada pentingkan agama golongan dap itu cina kristiani he memang lah sudah namanya dap bukan pas eh geram pula aku lepas itu dok kata motif terbesar nak jadikan sel,1,0,1,0,1,1,0,0,0,1,0,0,0,
pengguna bubarkan acara partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,0,1,2,tai komunis
ahok itu sudah sah sebagai sang napi penista agama tidak usah diungkit ungkit lagi kisahnya sebagai pembenaran,1,0,1,0,1,0,0,0,0,1,0,0,1,nista
berikut biografi calon ketua dema universitas islam negeri syarif hidayatullah jakarta no urut 3,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna selamat kampungan dimana selamat dekat unahe junjunganmu ya e kucluk cebong cepek lu,1,1,1,0,0,0,0,0,1,1,0,0,3,kampungan bong cebong
captain saya tai dari salty menjawab pengguna,0,0,0,0,0,0,0,0,0,0,0,0,1,tai
belgia 2 1 england aku termenung dalam jamban tadi sebelum game nih,0,0,0,0,0,0,0,0,0,0,0,0,1,jamban
tebal banget bentuk memek ya tante,0,1,0,0,0,0,0,0,0,0,0,0,1,memek
hari ini off day aku tidur bangun tidur sahaja haha bajingan bukan,0,1,0,0,0,0,0,0,0,0,0,0,1,bajingan
terima kasih wahai saudaraku umat muslim semua jangan lelah berjuang dan jangan hiraukan munafik dan buzzer penebar fitnah,1,0,1,0,0,0,0,0,1,1,0,0,1,munafik
pengguna organisasi masyarakat penghancur negara kesatuan republik indonesia wajib di bubarkan ingat partai komunis indonesia,1,0,0,1,0,0,0,0,1,0,0,1,2,tai komunis
dukungan pilihan kepala daerah damai dari siswa siswi man 3 medan dan anti berita hoaks,0,0,0,0,0,0,0,0,0,0,0,0,1,edan
insya allah penguasa jahat yang jadi jongos budak cina kafir komunis yang bernafsu untuk jajah rampok indonesia dihancurkan allah subhanahu wa taala segera,1,1,1,0,1,1,0,0,0,1,0,0,2,kafir komunis
tidak prinsip gue kalau tidak dari mulut dia langsung dia bilang gue suka sama kamu nya mau sampai mampus dia jungkir balik bilang gue cantik kayak kangen kayak dia sayang gue kayak bodoh amat wkwk mental di gue,0,1,0,0,0,0,0,0,0,0,0,0,2,bodoh mampus
yang penting jangan orang cina di indonesia,1,0,1,0,0,1,0,0,0,1,0,0,0,
ada di okoh masyarakat yang menyatakan memilih presiden harus berpegang pada alquran hadiah lantas yang kristen dan hindu buddha apa,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna inspeksi mendadak priok diperingatkan time marah copot semua menteri di kementerian perekonomian mar besok jangan k pasar ya harga semua naik mencak mencak bisa pecat,0,0,0,0,0,0,0,0,0,0,0,0,1,perek
alah kontol,1,1,1,0,0,0,0,1,0,1,0,0,1,kontol
pengguna kayaknya berondong ini ya kontol gay coli bahan coli uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,2,kontol gay
ih menina mt bom,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user pengguna user pengguna user pengguna faktanya bukan saja js yang kristen namun juga koh lieus tokoh tionghoa,0,0,0,0,0,0,0,0,0,0,0,0,0,
reog ponorogo universitas brawijaya nya memang keren habis top banget bulan bakti kipm 2018 gema satu kata 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,
itu dia bunuh saja yang di depan mata dia mafia koruptor nya penista agama pula panggilan popular nya babi ahok,1,1,1,0,1,0,0,0,0,1,0,0,3,babi gila nista
jika ada padanannya seperti ilyas untuk eliyahu etc maka apa nama nabi hud dalam tradisi ibrani yahudi,0,0,0,0,0,0,0,0,0,0,0,0,0,
daripada ikut pilihan kepala daerah yang sudah pasti tidak menang mending voting nama bapak di polling saya saja pak kali saja benaran jadi pelatih timnas,0,0,0,0,0,0,0,0,0,0,0,0,0,
nek berbicara bablas bangkai otaknya tidak dipakai goblok mampus kamu dan lain lain ayo bu kalem buu,0,1,0,0,0,0,0,0,0,0,0,0,3,bangkai goblok mampus
pengguna user pengguna user pengguna user keluargaku yang katolik saja paham dia tidak paham kan lucu kak,0,0,0,0,0,0,0,0,0,0,0,0,0,
ada berita bom di barel bikin shock terus tadi maunya pulang saja ke rumah tidak mau tidur di indekos,0,0,0,0,0,0,0,0,0,0,0,0,0,
diriku yang belum atau dianya yang tidak peka apes inner left right join otakku tidak sampai cenut cenut ibaratkan bom waktu yang sebentar lagi akan meledak tolong tolong aku sudah tidak kuat aku sukanya mengodei tidak mau dikode prepared statement param print rumah sakit dan teman temannya,0,1,0,0,0,0,0,0,0,0,0,0,0,
puri tri agung adalah tempat ibadah sembah bagi penganut agama buddha kong fu tse dan laotze,0,0,0,0,0,0,0,0,0,0,0,0,0,
siyaaaaap dan rt pengguna tolong jangan kait kaitkan kasus imbal jasa penjaminan dengan anies sandi apapun yang boleh dikait kaitkan cuma yang berhubungan dengan ahok jokowi saja,1,0,1,0,0,0,0,0,1,1,0,0,0,
jangan sampai banyak yang mangkrak kayak pak susilo bambang yudhoyono uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,0,
solo a star wars cerita belum tayang di kota yang wali kotanya korupsi ini bioskop baru masih tahun depan jancuk,0,1,0,0,0,0,0,0,0,0,0,0,1,jancuk
gubernur jawa timur targetkan jembatan widang selesai h 15 lebaran,0,0,0,0,0,0,0,0,0,0,0,0,0,
lebih baik jokowi yang mundur,1,0,1,0,0,0,0,0,1,1,0,0,0,
lalu siapa lagi menurut anda yang mungkin berdasarkan pt 20 itu,0,0,0,0,0,0,0,0,0,0,0,0,0,
satu lagi buat 7 sekolah yang di bakar sama kader nya prabowo harus tanggung jawab,1,0,1,0,0,0,0,0,1,1,0,0,0,
pengguna jilbab tidak wajib mas yang wajib itu menutup aurat jilbab tidak masuk rukun iman dan rukun islam kayaknya anda deh yang terlalu menuhankan jilbab hidup kok cuma seputaran sepotong kain kalau cuma jilbab,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna mana berani dia mengakui putra melayu tapi takut beraninya teriak teriak kiraan mau dibantu sama yang lain hajar saja itu mulut bau congor sih ardi goblok,1,1,1,0,0,0,1,0,0,1,0,0,2,congor goblok
pilihan kepala daerah jawa timur nanti kalau nomer 1 menang kami dapat mercedes dan jika nomer 2 menang kami dapat bmw sudah sama sama berkualitas,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna melancarkan bahasa inggris saja deh ai aku sudah pernah belajar bahasa asing yang selain inggris tidak ada yang tercantol sekarang wkwk soalnya jarang dipakai kan ya,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
pengguna my ahjussi ini gelap bin suram durasinya agak panjang tapi gue suka banget drama model begini lee ji eun juga mantap,0,0,0,0,0,0,0,0,0,0,0,0,0,
para bajingan yang telah melukai lady harus menerima ganjaran seratus kali lipat sanji,0,1,0,0,0,0,0,0,0,0,0,0,1,bajingan
hanya di rezim ini weeaboo dipersekusi bong bong,0,0,0,0,0,0,0,0,0,0,0,0,2,bong rezim
yang anda sebutkan itu jaman kapan mas saat penjajahan sekarang kita sudah merdeka kalau tidak kerja sama dengan asing kita mau jadi apa korea utara anda bermain twitter saja pakai produk asing jangan tanggung kalau anti asing,1,0,1,0,0,0,0,0,1,1,0,0,1,asing
tapi sih pas diperhatikan warna badannya kontras sekali sama warna mukanya muka putih badan coklat i was like kamu kata mata gue picek apa tidak bisa bedakan yang pakai krim pemutih dan yang tidak pak,0,0,0,0,0,0,0,0,0,0,0,0,1,picek
alah bacot mulut lelaki terkadang selalu begitu,1,1,1,0,0,0,0,1,0,1,0,0,1,bacot
bapak presiden yang terhormat sudah hampir setahun kita korban pemutusan hubungan kerja freeport belum ada kejelasan kami butuh perhatian dari bapak korban pemutusan hubungan kerja sepihak freeport,0,0,0,0,0,0,0,0,0,0,0,0,0,
bapak jangan diam saja kok di menggebuk di dewan perwakilan rakyat,1,0,1,0,0,0,0,0,1,1,0,0,0,
tadinya ada perjanjian kalau kami terbukti tidak menyimpan barang barang kenangan kami bakal dilepaskan dengan selamat tapi kalau kami terbukti salah bisa dihukum kayak orang orang yahudi di film the boy in stripped piyama,0,0,0,0,0,0,0,0,0,0,0,0,0,
balikan sama kamu idih najis tujuh keturunan sudah,1,1,1,0,0,0,0,0,1,1,0,0,1,najis
tahun ini masyarakat adat badui menyerahkan hasil panennya kepada pejabat sementara bupati lebak ino si rawita dan gubernur banten wahidin halim seba badui 2018 dw,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user pengguna user pengguna user pengguna anti asing,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
i hasil emak emak kalian jual pukinya bagi keaslian yang berpihak kepada partai komunis indonesia dan sih ahok anak cina anjing kafir ini serta negara kesatuan republik indonesia bukan didapat,1,1,0,1,1,1,0,0,0,0,1,0,4,anjing tai kafir komunis
hutang nya saja di bangga in bukti rezim ini sudah gagal 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,1,rezim
yang di tanda tangan freeport itu kakak kita tidak bisa memaksa izin usaha pertambangan khusus pada freeport bisa dibawa ke arbitrase international dan bakal kalah kita bisa menunggu kakak nya habis atau menegosiasikan izin usaha pertambangan khusus saat ini rezim ini pilih yang kedua yang ini mengerti sama,0,0,0,0,0,0,0,0,0,0,0,0,1,rezim
ini kenapa ya sama sama sama kacrut jaringannya taekkkkkk,1,1,0,1,0,0,0,0,1,0,1,0,1,kacrut
aku sih kata teman waktu awal lihat jutek sinis judes dingin pas awal doang pas sudah dekat banget dia malah bilang gue gila stres sarap ya memang sih kadang wkwk v jujur banget gue eh astaga tetapi ada kok yang dekati haha,0,1,0,0,0,0,0,0,0,0,0,0,2,gila sarap
pengguna user bolot anak alay max ini adalah biduan kebo parah menyebalkan suka bikin marah marah mesum bau pedean tapi dia penyemangat,1,1,1,0,0,0,1,0,0,1,0,0,1,alay
ini namanya memancing konflik horizontal kalau polisi membiarkan bagian dari itu sudah waktunya lengserkan jokowi sebelum indonesia hancur,1,0,1,0,0,0,0,0,1,1,0,0,2,lengser onta
pengguna gaya beruk preman kampung begini kalau mantan supir tembak metromini masuk dewan perwakilan rakyat kampungan berdebat malah mengajak berantam di,1,1,1,0,0,0,0,0,1,1,0,0,2,kampungan gay
nabi dan para sahabat telah meninggalkan kesenangan dunia ke ranah agama tetapi sebagian umat akhir zaman meninggalkan agama hanya ke ranah kesenangan dunia yang hanya sekejap alangkah ruginya,0,0,0,0,0,0,0,0,0,0,0,0,0,
dari kemarin ingin bertanya tapi enggak enak apa yang sudah dilakukan anies dan sandi selama 7 bulan berkuasa di daerah khusus ibu kota nyaris tak terdengar,0,0,0,0,0,0,0,0,0,0,0,0,0,
rezim laknat sih jokowi kodok 2019 ganti presiden baru 2019 ganti presiden 2019 asal bukan jokowi,1,1,1,0,0,0,0,0,1,1,0,0,1,rezim
jadi karena aku ini biasa menonton yamaken perankan cowok keren ala ala ikemen begitu jadi penasaran bisa enggak ya dia perankan dokter yang kena savant sindrom semacam autis iya autis tetapi bisa jadi dokter,0,0,0,0,0,0,0,0,0,0,0,0,1,autis
dialah allah yang menetapkan tempat orbitnya agar kamu mengetahui bilangan tahun dan perhitungan waktu qs,0,0,0,0,0,0,0,0,0,0,0,0,0,
setelah sibuk jilati bokong jokowi mengambilkan dapat ilham seperti subhanallah,1,1,1,0,0,0,0,0,1,1,0,0,1,bokong
sih janda kembali menyebar hoaks dengan gagahnya tapi culunnya tetap muncul melebihi gaya gagahnya kesimpulannya janda culun,1,1,1,0,0,0,0,0,1,1,0,0,2,culun gay
tumbangkan jokowi radikal lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,1,lengser
enak ya kalau punya pemimpin dihargai di mata dunia,0,0,0,0,0,0,0,0,0,0,0,0,0,
sah survei terbaru mayoritas warga tak ingin jokowi jadi presiden lagi padahal sudah bagi bagi duit di jalanan bagi bagi sembako naik chopper di tapi tetap 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,0,
wagirin arman apresiasi usulan pilihan kepala daerah kembali dipilih dewan perwakilan rakyat daerah,0,0,0,0,0,0,0,0,0,0,0,0,0,
export saja dul buat sebarkan ahok ke hongkong sapa tau ahok jadi gubernur hongkong haha uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,0,
perkuat arsip digital budaya indonesia menteri perekonomian perhimpunan mahasiswa katolik kunjungi indopos,0,0,0,0,0,0,0,0,0,0,0,0,1,perek
ekonomi merosot utang bengkak badan usaha milik negara mau dijual pak jokowi mundur sajauser chirpstory uniform resource locator lewatuser,1,0,1,0,0,0,0,0,1,1,0,0,0,
acara yang mendungukan membiadabkan bangsa mengaji budaya dari muhammad arab buta huruf mengakui nabi ganti budaya baca,1,1,0,1,1,1,0,0,0,0,1,0,2,buta dungu
babi tak ajak,0,1,0,0,0,0,0,0,0,0,0,0,1,babi
budaya sunda bikin mahasiswa asing jatuh cinta inilah koran tradisi seni adat budaya,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
allah subhanahu wa taala memang bukan tuhan berwasiat bukti dungu biadab,1,1,0,1,1,0,0,0,0,0,1,0,1,dungu
pengguna user pengguna user pengguna user pengguna user pengguna user nete nya air silikon,0,1,0,0,0,0,0,0,0,0,0,0,1,nete
retweeted ubaid sdq pengguna takabur bisa lahir dari siapa saja penguasa rakyat ulama maupun cendikia bahkan iblis makhluk yang alim telah beribadah beratus ratus tahun dilaknat karena hasud takaburnya,0,0,0,0,0,0,0,0,0,0,0,0,1,iblis
lucu lucuan kontol,0,1,0,0,0,0,0,0,0,0,0,0,1,kontol
hati hati pakai foto aung suu kyin dan pejabat indonesia nanti dilaporkan lagi ke polisi partai parno uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,1,tai
perkenalan pertama sebagai wiro sableng dengan jurus kunyuk melempar buah uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,1,kunyuk
